Sequential,Short,Name,DENOMINATORS,Tablename,unit,subsection,Column heading description in profile,AGG,order,Table descr
G8179,M_1800_1999_1PFNC_und15,1800 1999 One parent family with No children under 15,,G35,households,families,One parent family with: No children under 15,,8179,Mortgage Repayment (Monthly) by Family Composition
G8180,M_1800_1999_OthF,1800 1999 Other family,,G35,households,families,Other family,,8180,Mortgage Repayment (Monthly) by Family Composition
G8181,M_1800_1999_Tot,1800 1999 Total,,G35,households,families,Total,,8181,Mortgage Repayment (Monthly) by Family Composition
G8182,M_2000_2199_CFNC,2000 2199 Couple family with no children,,G35,households,families,Couple family with no children,,8182,Mortgage Repayment (Monthly) by Family Composition
G8183,M_2000_2199_CF_C_und15,2000 2199 Couple family with Children under 15,,G35,households,families,Couple family with: Children under 15,,8183,Mortgage Repayment (Monthly) by Family Composition
G8184,M_2000_2199_CFNC_und15,2000 2199 Couple family with No children under 15,,G35,households,families,Couple family with: No children under 15,,8184,Mortgage Repayment (Monthly) by Family Composition
G8185,M_2000_2199_1PF_C_und15,2000 2199 One parent family with Children under 15,,G35,households,families,One parent family with: Children under 15,,8185,Mortgage Repayment (Monthly) by Family Composition
G8186,M_2000_2199_1PFNC_und15,2000 2199 One parent family with No children under 15,,G35,households,families,One parent family with: No children under 15,,8186,Mortgage Repayment (Monthly) by Family Composition
G8187,M_2000_2199_OthF,2000 2199 Other family,,G35,households,families,Other family,,8187,Mortgage Repayment (Monthly) by Family Composition
G8188,M_2000_2199_Tot,2000 2199 Total,,G35,households,families,Total,,8188,Mortgage Repayment (Monthly) by Family Composition
G8189,M_2200_2399_CFNC,2200 2399 Couple family with no children,,G35,households,families,Couple family with no children,,8189,Mortgage Repayment (Monthly) by Family Composition
G8190,M_2200_2399_CF_C_und15,2200 2399 Couple family with Children under 15,,G35,households,families,Couple family with: Children under 15,,8190,Mortgage Repayment (Monthly) by Family Composition
G8191,M_2200_2399_CFNC_und15,2200 2399 Couple family with No children under 15,,G35,households,families,Couple family with: No children under 15,,8191,Mortgage Repayment (Monthly) by Family Composition
G8192,M_2200_2399_1PF_C_und15,2200 2399 One parent family with Children under 15,,G35,households,families,One parent family with: Children under 15,,8192,Mortgage Repayment (Monthly) by Family Composition
G8193,M_2200_2399_1PFNC_und15,2200 2399 One parent family with No children under 15,,G35,households,families,One parent family with: No children under 15,,8193,Mortgage Repayment (Monthly) by Family Composition
G8194,M_2200_2399_OthF,2200 2399 Other family,,G35,households,families,Other family,,8194,Mortgage Repayment (Monthly) by Family Composition
G8195,M_2200_2399_Tot,2200 2399 Total,,G35,households,families,Total,,8195,Mortgage Repayment (Monthly) by Family Composition
G8196,M_2400_2599_CFNC,2400 2599 Couple family with no children,,G35,households,families,Couple family with no children,,8196,Mortgage Repayment (Monthly) by Family Composition
G8197,M_2400_2599_CF_C_und15,2400 2599 Couple family with Children under 15,,G35,households,families,Couple family with: Children under 15,,8197,Mortgage Repayment (Monthly) by Family Composition
G8198,M_2400_2599_CFNC_und15,2400 2599 Couple family with No children under 15,,G35,households,families,Couple family with: No children under 15,,8198,Mortgage Repayment (Monthly) by Family Composition
G8199,M_2400_2599_1PF_C_und15,2400 2599 One parent family with Children under 15,,G35,households,families,One parent family with: Children under 15,,8199,Mortgage Repayment (Monthly) by Family Composition
G8200,M_2400_2599_1PFNC_und15,2400 2599 One parent family with No children under 15,,G35,households,families,One parent family with: No children under 15,,8200,Mortgage Repayment (Monthly) by Family Composition
G8201,M_2400_2599_OthF,2400 2599 Other family,,G35,households,families,Other family,,8201,Mortgage Repayment (Monthly) by Family Composition
G8202,M_2400_2599_Tot,2400 2599 Total,,G35,households,families,Total,,8202,Mortgage Repayment (Monthly) by Family Composition
G8203,M_2600_2999_CFNC,2600 2999 Couple family with no children,,G35,households,families,Couple family with no children,,8203,Mortgage Repayment (Monthly) by Family Composition
G8204,M_2600_2999_CF_C_und15,2600 2999 Couple family with Children under 15,,G35,households,families,Couple family with: Children under 15,,8204,Mortgage Repayment (Monthly) by Family Composition
G8205,M_2600_2999_CFNC_und15,2600 2999 Couple family with No children under 15,,G35,households,families,Couple family with: No children under 15,,8205,Mortgage Repayment (Monthly) by Family Composition
G8206,M_2600_2999_1PF_C_und15,2600 2999 One parent family with Children under 15,,G35,households,families,One parent family with: Children under 15,,8206,Mortgage Repayment (Monthly) by Family Composition
G8207,M_2600_2999_1PFNC_und15,2600 2999 One parent family with No children under 15,,G35,households,families,One parent family with: No children under 15,,8207,Mortgage Repayment (Monthly) by Family Composition
G8208,M_2600_2999_OthF,2600 2999 Other family,,G35,households,families,Other family,,8208,Mortgage Repayment (Monthly) by Family Composition
G8209,M_2600_2999_Tot,2600 2999 Total,,G35,households,families,Total,,8209,Mortgage Repayment (Monthly) by Family Composition
G8210,M_3000_3999_CFNC,3000 3999 Couple family with no children,,G35,households,families,Couple family with no children,,8210,Mortgage Repayment (Monthly) by Family Composition
G8211,M_3000_3999_CF_C_und15,3000 3999 Couple family with Children under 15,,G35,households,families,Couple family with: Children under 15,,8211,Mortgage Repayment (Monthly) by Family Composition
G8212,M_3000_3999_CFNC_und15,3000 3999 Couple family with No children under 15,,G35,households,families,Couple family with: No children under 15,,8212,Mortgage Repayment (Monthly) by Family Composition
G8213,M_3000_3999_1PF_C_und15,3000 3999 One parent family with Children under 15,,G35,households,families,One parent family with: Children under 15,,8213,Mortgage Repayment (Monthly) by Family Composition
G8214,M_3000_3999_1PFNC_und15,3000 3999 One parent family with No children under 15,,G35,households,families,One parent family with: No children under 15,,8214,Mortgage Repayment (Monthly) by Family Composition
G8215,M_3000_3999_OthF,3000 3999 Other family,,G35,households,families,Other family,,8215,Mortgage Repayment (Monthly) by Family Composition
G8216,M_3000_3999_Tot,3000 3999 Total,,G35,households,families,Total,,8216,Mortgage Repayment (Monthly) by Family Composition
G8217,M_4000_4999_CFNC,4000 4999 Couple family with no children,,G35,households,families,Couple family with no children,,8217,Mortgage Repayment (Monthly) by Family Composition
G8218,M_4000_4999_CF_C_und15,4000 4999 Couple family with Children under 15,,G35,households,families,Couple family with: Children under 15,,8218,Mortgage Repayment (Monthly) by Family Composition
G8219,M_4000_4999_CFNC_und15,4000 4999 Couple family with No children under 15,,G35,households,families,Couple family with: No children under 15,,8219,Mortgage Repayment (Monthly) by Family Composition
G8220,M_4000_4999_1PF_C_und15,4000 4999 One parent family with Children under 15,,G35,households,families,One parent family with: Children under 15,,8220,Mortgage Repayment (Monthly) by Family Composition
G8221,M_4000_4999_1PFNC_und15,4000 4999 One parent family with No children under 15,,G35,households,families,One parent family with: No children under 15,,8221,Mortgage Repayment (Monthly) by Family Composition
G8222,M_4000_4999_OthF,4000 4999 Other family,,G35,households,families,Other family,,8222,Mortgage Repayment (Monthly) by Family Composition
G8223,M_4000_4999_Tot,4000 4999 Total,,G35,households,families,Total,,8223,Mortgage Repayment (Monthly) by Family Composition
G8224,M_5000over_CFNC,5000 and over Couple family with no children,,G35,households,families,Couple family with no children,,8224,Mortgage Repayment (Monthly) by Family Composition
G8225,M_5000over_CF_C_und15,5000 and over Couple family with Children under 15,,G35,households,families,Couple family with: Children under 15,,8225,Mortgage Repayment (Monthly) by Family Composition
G8226,M_5000over_CFNC_und15,5000 and over Couple family with No children under 15,,G35,households,families,Couple family with: No children under 15,,8226,Mortgage Repayment (Monthly) by Family Composition
G8227,M_5000over_1PF_C_und15,5000 and over One parent family with Children under 15,,G35,households,families,One parent family with: Children under 15,,8227,Mortgage Repayment (Monthly) by Family Composition
G8228,M_5000over_1PFNC_und15,5000 and over One parent family with No children under 15,,G35,households,families,One parent family with: No children under 15,,8228,Mortgage Repayment (Monthly) by Family Composition
G8229,M_5000over_OthF,5000 and over Other family,,G35,households,families,Other family,,8229,Mortgage Repayment (Monthly) by Family Composition
G8230,M_5000over_Tot,5000 and over Total,,G35,households,families,Total,,8230,Mortgage Repayment (Monthly) by Family Composition
G8231,M_NS_CFNC,Mortgage repayment not stated Couple family with no children,,G35,households,families,Couple family with no children,,8231,Mortgage Repayment (Monthly) by Family Composition
G8232,M_NS_CF_C_und15,Mortgage repayment not stated Couple family with Children under 15,,G35,households,families,Couple family with: Children under 15,,8232,Mortgage Repayment (Monthly) by Family Composition
G8233,M_NS_CFNC_und15,Mortgage repayment not stated Couple family with No children under 15,,G35,households,families,Couple family with: No children under 15,,8233,Mortgage Repayment (Monthly) by Family Composition
G8234,M_NS_1PF_C_und15,Mortgage repayment not stated One parent family with Children under 15,,G35,households,families,One parent family with: Children under 15,,8234,Mortgage Repayment (Monthly) by Family Composition
G8235,M_NS_1PFNC_und15,Mortgage repayment not stated One parent family with No children under 15,,G35,households,families,One parent family with: No children under 15,,8235,Mortgage Repayment (Monthly) by Family Composition
G8236,M_NS_OthF,Mortgage repayment not stated Other family,,G35,households,families,Other family,,8236,Mortgage Repayment (Monthly) by Family Composition
G8237,M_NS_Tot,Mortgage repayment not stated Total,,G35,households,families,Total,,8237,Mortgage Repayment (Monthly) by Family Composition
G8238,Tot_CFNC,Total Couple family with no children,,G35,households,families,Couple family with no children,,8238,Mortgage Repayment (Monthly) by Family Composition
G8239,Tot_CF_C_und15,Total Couple family with Children under 15,,G35,households,families,Couple family with: Children under 15,,8239,Mortgage Repayment (Monthly) by Family Composition
G8240,Tot_CFNC_und15,Total Couple family with No children under 15,,G35,households,families,Couple family with: No children under 15,,8240,Mortgage Repayment (Monthly) by Family Composition
G8241,Tot_1PF_C_und15,Total One parent family with Children under 15,,G35,households,families,One parent family with: Children under 15,,8241,Mortgage Repayment (Monthly) by Family Composition
G8242,Tot_1PFNC_und15,Total One parent family with No children under 15,,G35,households,families,One parent family with: No children under 15,,8242,Mortgage Repayment (Monthly) by Family Composition
G8243,Tot_OthF,Total Other family,,G35,households,families,Other family,,8243,Mortgage Repayment (Monthly) by Family Composition
G8244,Tot_Tot,Total Total,,G35,households,families,Total,,8244,Mortgage Repayment (Monthly) by Family Composition
G8245,R_0_74_LT_Real_estate_agent,0 74 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8245,Rent (Weekly) by Landlord Type
G8246,R_0_74_LT_Ste_terr_hsg_auth,0 74 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8246,Rent (Weekly) by Landlord Type
G8247,R_0_74_LT_Psn_not_Sme_hhd,0 74 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8247,Rent (Weekly) by Landlord Type
G8248,R_0_74_LT_hs_coop_com_ch_g,0 74 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8248,Rent (Weekly) by Landlord Type
G8249,R_0_74_LT_Other_Lld_type,0 74 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8249,Rent (Weekly) by Landlord Type
G8250,R_0_74_LT_Lld_type_ns,0 74 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8250,Rent (Weekly) by Landlord Type
G8251,R_0_74_Tot,0 74 Total,,G36,households,housing,Total,,8251,Rent (Weekly) by Landlord Type
G8252,R_75_99_LT_Real_estate_agent,75 99 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8252,Rent (Weekly) by Landlord Type
G8253,R_75_99_LT_Ste_terr_hsg_auth,75 99 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8253,Rent (Weekly) by Landlord Type
G8254,R_75_99_LT_Psn_not_Sme_hhd,75 99 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8254,Rent (Weekly) by Landlord Type
G8255,R_75_99_LT_hs_coop_com_ch_g,75 99 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8255,Rent (Weekly) by Landlord Type
G8256,R_75_99_LT_Other_Lld_type,75 99 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8256,Rent (Weekly) by Landlord Type
G8257,R_75_99_LT_Lld_type_ns,75 99 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8257,Rent (Weekly) by Landlord Type
G8258,R_75_99_Tot,75 99 Total,,G36,households,housing,Total,,8258,Rent (Weekly) by Landlord Type
G8259,R_100_149_LT_Real_eSte_agent,100 149 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8259,Rent (Weekly) by Landlord Type
G8260,R_100_149_LT_St_ter_hsg_aut,100 149 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8260,Rent (Weekly) by Landlord Type
G8261,R_100_149_LT_Psn_not_Sme_hhd,100 149 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8261,Rent (Weekly) by Landlord Type
G8262,R_100_149_LT_hs_coop_com_ch_g,100 149 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8262,Rent (Weekly) by Landlord Type
G8263,R_100_149_LT_Other_Lld_type,100 149 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8263,Rent (Weekly) by Landlord Type
G8264,R_100_149_LT_Lld_type_ns,100 149 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8264,Rent (Weekly) by Landlord Type
G8265,R_100_149_Tot,100 149 Total,,G36,households,housing,Total,,8265,Rent (Weekly) by Landlord Type
G8266,R_150_199_LT_Real_eSte_agent,150 199 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8266,Rent (Weekly) by Landlord Type
G8267,R_150_199_LT_Ste_ter_hsg_aut,150 199 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8267,Rent (Weekly) by Landlord Type
G8268,R_150_199_LT_Psn_not_Sme_hhd,150 199 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8268,Rent (Weekly) by Landlord Type
G8269,R_150_199_LT_hs_coop_com_ch_g,150 199 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8269,Rent (Weekly) by Landlord Type
G8270,R_150_199_LT_Other_Lld_type,150 199 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8270,Rent (Weekly) by Landlord Type
G8271,R_150_199_LT_Lld_type_ns,150 199 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8271,Rent (Weekly) by Landlord Type
G8272,R_150_199_Tot,150 199 Total,,G36,households,housing,Total,,8272,Rent (Weekly) by Landlord Type
G8273,R_200_224_LT_Real_eSte_agent,200 224 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8273,Rent (Weekly) by Landlord Type
G8274,R_200_224_LT_Ste_ter_hsg_aut,200 224 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8274,Rent (Weekly) by Landlord Type
G8275,R_200_224_LT_Psn_not_Sme_hhd,200 224 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8275,Rent (Weekly) by Landlord Type
G8276,R_200_224_LT_hs_coop_com_ch_g,200 224 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8276,Rent (Weekly) by Landlord Type
G8277,R_200_224_LT_Other_Lld_type,200 224 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8277,Rent (Weekly) by Landlord Type
G8278,R_200_224_LT_Lld_type_ns,200 224 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8278,Rent (Weekly) by Landlord Type
G8279,R_200_224_Tot,200 224 Total,,G36,households,housing,Total,,8279,Rent (Weekly) by Landlord Type
G8280,R_225_274_LT_Real_eSte_agent,225 274 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8280,Rent (Weekly) by Landlord Type
G8281,R_225_274_LT_Ste_ter_hsg_aut,225 274 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8281,Rent (Weekly) by Landlord Type
G8282,R_225_274_LT_Psn_not_Sme_hhd,225 274 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8282,Rent (Weekly) by Landlord Type
G8283,R_225_274_LT_hs_coop_com_ch_g,225 274 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8283,Rent (Weekly) by Landlord Type
G8284,R_225_274_LT_Other_Lld_type,225 274 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8284,Rent (Weekly) by Landlord Type
G8285,R_225_274_LT_Lld_type_ns,225 274 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8285,Rent (Weekly) by Landlord Type
G8286,R_225_274_Tot,225 274 Total,,G36,households,housing,Total,,8286,Rent (Weekly) by Landlord Type
G8287,R_275_349_LT_Real_eSte_agent,275 349 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8287,Rent (Weekly) by Landlord Type
G8288,R_275_349_LT_Ste_ter_hsg_aut,275 349 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8288,Rent (Weekly) by Landlord Type
G8289,R_275_349_LT_Psn_not_Sme_hhd,275 349 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8289,Rent (Weekly) by Landlord Type
G8290,R_275_349_LT_hs_coop_com_ch_g,275 349 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8290,Rent (Weekly) by Landlord Type
G8291,R_275_349_LT_Other_Lld_type,275 349 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8291,Rent (Weekly) by Landlord Type
G8292,R_275_349_LT_Lld_type_ns,275 349 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8292,Rent (Weekly) by Landlord Type
G8293,R_275_349_Tot,275 349 Total,,G36,households,housing,Total,,8293,Rent (Weekly) by Landlord Type
G8294,R_350_449_LT_Real_eSte_agent,350 449 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8294,Rent (Weekly) by Landlord Type
G8295,R_350_449_LT_Ste_ter_hsg_aut,350 449 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8295,Rent (Weekly) by Landlord Type
G8296,R_350_449_LT_Psn_not_Sme_hhd,350 449 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8296,Rent (Weekly) by Landlord Type
G8297,R_350_449_LT_hs_coop_com_ch_g,350 449 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8297,Rent (Weekly) by Landlord Type
G8298,R_350_449_LT_Other_Lld_type,350 449 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8298,Rent (Weekly) by Landlord Type
G8299,R_350_449_LT_Lld_type_ns,350 449 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8299,Rent (Weekly) by Landlord Type
G8300,R_350_449_Tot,350 449 Total,,G36,households,housing,Total,,8300,Rent (Weekly) by Landlord Type
G8301,R_450_549_LT_Real_eSte_agent,450 549 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8301,Rent (Weekly) by Landlord Type
G8302,R_450_549_LT_Ste_ter_hsg_aut,450 549 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8302,Rent (Weekly) by Landlord Type
G8303,R_450_549_LT_Psn_not_Sme_hhd,450 549 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8303,Rent (Weekly) by Landlord Type
G8304,R_450_549_LT_hs_coop_com_ch_g,450 549 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8304,Rent (Weekly) by Landlord Type
G8305,R_450_549_LT_Other_Lld_type,450 549 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8305,Rent (Weekly) by Landlord Type
G8306,R_450_549_LT_Lld_type_ns,450 549 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8306,Rent (Weekly) by Landlord Type
G8307,R_450_549_Tot,450 549 Total,,G36,households,housing,Total,,8307,Rent (Weekly) by Landlord Type
G8308,R_550_649_LT_Real_eSte_agent,550 649 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8308,Rent (Weekly) by Landlord Type
G8309,R_550_649_LT_Ste_ter_hsg_aut,550 649 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8309,Rent (Weekly) by Landlord Type
G8310,R_550_649_LT_Psn_not_Sme_hhd,550 649 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8310,Rent (Weekly) by Landlord Type
G8311,R_550_649_LT_hs_coop_com_ch_g,550 649 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8311,Rent (Weekly) by Landlord Type
G8312,R_550_649_LT_Other_Lld_type,550 649 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8312,Rent (Weekly) by Landlord Type
G8313,R_550_649_LT_Lld_type_ns,550 649 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8313,Rent (Weekly) by Landlord Type
G8314,R_550_649_Tot,550 649 Total,,G36,households,housing,Total,,8314,Rent (Weekly) by Landlord Type
G8315,R_650_749_LT_Real_eSte_agent,650 and 749 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8315,Rent (Weekly) by Landlord Type
G8316,R_650_749_LT_Ste_ter_hsg_aut,650 and 749 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8316,Rent (Weekly) by Landlord Type
G8317,R_650_749_LT_Psn_not_Sme_hhd,650 and 749 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8317,Rent (Weekly) by Landlord Type
G8318,R_650_749_LT_hs_coop_com_ch_g,650 and 749 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8318,Rent (Weekly) by Landlord Type
G8319,R_650_749_LT_Other_Lld_type,650 and 749 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8319,Rent (Weekly) by Landlord Type
G8320,R_650_749_LT_Lld_type_ns,650 and 749 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8320,Rent (Weekly) by Landlord Type
G8321,R_650_749_Tot,650 and 749 Total,,G36,households,housing,Total,,8321,Rent (Weekly) by Landlord Type
G8322,R_750_849_LT_Real_eSte_agent,750 and 849 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8322,Rent (Weekly) by Landlord Type
G8323,R_750_849_LT_Ste_ter_hsg_aut,750 and 849 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8323,Rent (Weekly) by Landlord Type
G8324,R_750_849_LT_Psn_not_Sme_hhd,750 and 849 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8324,Rent (Weekly) by Landlord Type
G8325,R_750_849_LT_hs_coop_com_ch_g,750 and 849 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8325,Rent (Weekly) by Landlord Type
G8326,R_750_849_LT_Other_Lld_type,750 and 849 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8326,Rent (Weekly) by Landlord Type
G8327,R_750_849_LT_Lld_type_ns,750 and 849 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8327,Rent (Weekly) by Landlord Type
G8328,R_750_849_Tot,750 and 849 Total,,G36,households,housing,Total,,8328,Rent (Weekly) by Landlord Type
G8329,R_850_949_LT_Real_estat_agent,850 and 949 Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8329,Rent (Weekly) by Landlord Type
G8330,R_850_949_LT_Ste_ter_hsg_aut,850 and 949 Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8330,Rent (Weekly) by Landlord Type
G8331,R_850_949_LT_Psn_not_Sme_hhd,850 and 949 Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8331,Rent (Weekly) by Landlord Type
G8332,R_850_949_LT_hs_coop_com_ch_g,850 and 949 Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8332,Rent (Weekly) by Landlord Type
G8333,R_850_949_LT_Other_Lld_type,850 and 949 Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8333,Rent (Weekly) by Landlord Type
G8334,R_850_949_LT_Lld_type_ns,850 and 949 Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8334,Rent (Weekly) by Landlord Type
G8335,R_850_949_Tot,850 and 949 Total,,G36,households,housing,Total,,8335,Rent (Weekly) by Landlord Type
G8336,R_950_over_LT_Real_eSte_agent,950 and over Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8336,Rent (Weekly) by Landlord Type
G8337,R_950_over_LT_Ste_ter_hsg_aut,950 and over Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8337,Rent (Weekly) by Landlord Type
G8338,R_950_over_LT_Psn_not_Sme_hhd,950 and over Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8338,Rent (Weekly) by Landlord Type
G8339,R_950_ovr_LT_hs_coop_com_ch_g,950 and over Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8339,Rent (Weekly) by Landlord Type
G8340,R_950_over_LT_Other_Lld_type,950 and over Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8340,Rent (Weekly) by Landlord Type
G8341,R_950_over_LT_Lld_type_ns,950 and over Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8341,Rent (Weekly) by Landlord Type
G8342,R_950_over_Tot,950 and over Total,,G36,households,housing,Total,,8342,Rent (Weekly) by Landlord Type
G8343,Rent_ns_LT_Real_eSte_agent,Rent not stated Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8343,Rent (Weekly) by Landlord Type
G8344,Rent_ns_LT_Ste_ter_hsg_auth,Rent not stated Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8344,Rent (Weekly) by Landlord Type
G8345,Rent_ns_LT_Psn_not_Sme_hhd,Rent not stated Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8345,Rent (Weekly) by Landlord Type
G8346,Rent_ns_LT_hs_coop_com_ch_g,Rent not stated Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8346,Rent (Weekly) by Landlord Type
G8347,Rent_ns_LT_Other_Lld_type,Rent not stated Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8347,Rent (Weekly) by Landlord Type
G8348,Rent_ns_LT_Lld_type_ns,Rent not stated Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8348,Rent (Weekly) by Landlord Type
G8349,Rent_ns_Tot,Rent not stated Total,,G36,households,housing,Total,,8349,Rent (Weekly) by Landlord Type
G8350,Tot_LT_Real_eSte_agent,Total Landlord type Real estate agent,,G36,households,housing,Real estate agent,,8350,Rent (Weekly) by Landlord Type
G8351,Tot_LT_Ste_ter_hsg_auth,Total Landlord type State or territory housing authority,,G36,households,housing,State or territory housing authority,,8351,Rent (Weekly) by Landlord Type
G8352,Tot_LT_Psn_not_Sme_hhd,Total Landlord type Person not in same household,,G36,households,housing,Person not in same household,,8352,Rent (Weekly) by Landlord Type
G8353,Tot_LT_hs_coop_com_ch_g,Total Landlord type Housing co operative community church group,,G36,households,housing,Housing co-operative/ community/ church group,,8353,Rent (Weekly) by Landlord Type
G8354,Tot_LT_Other_Lld_type,Total Landlord type Other landlord type,,G36,households,housing,Other landlord type,,8354,Rent (Weekly) by Landlord Type
G8355,Tot_LT_Lld_type_ns,Total Landlord type Not stated,,G36,households,housing,Landlord type not stated,,8355,Rent (Weekly) by Landlord Type
G8356,Tot_Tot,Total Total,,G36,households,housing,Total,,8356,Rent (Weekly) by Landlord Type
G8357,IA_DS_Separate_house,Internet accessed from dwelling Dwelling structure Separate house,,G37,households,housing,Separate house,,8357,Dwelling Internet Connection by Dwelling Structure
G8358,IA_DS_SemD_ro_tr_h_th,Internet accessed from dwelling Dwelling structure Semi detached row or terrace house townhouse etc,,G37,households,housing,Semi-detached\ row or terrace house\ townhouse etc.,,8358,Dwelling Internet Connection by Dwelling Structure
G8359,IA_DS_Flat_or_Apart,Internet accessed from dwelling Dwelling structure Flat or Apartment,,G37,households,housing,Flat or Apartment,,8359,Dwelling Internet Connection by Dwelling Structure
G8360,IA_DS_Other_dwelling,Internet accessed from dwelling Dwelling structure Other dwelling,,G37,households,housing,Other dwelling,,8360,Dwelling Internet Connection by Dwelling Structure
